# 2D Asymmetric Diblock Copolymer SCFT - Hexagonal Cylinder Phase
# N=20, N_A=7, f_A=0.35, chi=1.75, chiN=35.0
# kappa=20.0, rho0=1.0, b=1.0
# Lx=6.5, Ly=5.6292, ngx=65, ngy=57
# converged=false, iter=25000, error=0.0008614556715553778
# Free energy H=10.502972227887703
# Columns: ix  iy  x  y  rho_A  rho_B  rho_total
1	1	0.000000	0.000000	0.92938923	0.10775086	1.03714010
2	1	0.101562	0.000000	0.96647054	0.07615598	1.04262652
3	1	0.203125	0.000000	0.99142135	0.05552369	1.04694504
4	1	0.304688	0.000000	1.00893598	0.04133167	1.05026765
5	1	0.406250	0.000000	1.02149314	0.03123845	1.05273159
6	1	0.507812	0.000000	1.03057248	0.02388774	1.05446022
7	1	0.609375	0.000000	1.03713323	0.01843708	1.05557031
8	1	0.710938	0.000000	1.04183524	0.01433861	1.05617385
9	1	0.812500	0.000000	1.04515291	0.01122449	1.05637739
10	1	0.914062	0.000000	1.04743877	0.00884161	1.05628038
11	1	1.015625	0.000000	1.04896119	0.00701209	1.05597328
12	1	1.117188	0.000000	1.04992770	0.00560826	1.05553596
13	1	1.218750	0.000000	1.05050003	0.00453664	1.05503667
14	1	1.320312	0.000000	1.05080412	0.00372760	1.05453173
15	1	1.421875	0.000000	1.05093705	0.00312884	1.05406589
16	1	1.523438	0.000000	1.05097199	0.00270121	1.05367319
17	1	1.625000	0.000000	1.05096196	0.00241625	1.05337821
18	1	1.726562	0.000000	1.05094265	0.00225462	1.05319727
19	1	1.828125	0.000000	1.05093443	0.00220517	1.05313960
20	1	1.929688	0.000000	1.05094358	0.00226443	1.05320800
21	1	2.031250	0.000000	1.05096264	0.00243649	1.05339913
22	1	2.132812	0.000000	1.05097003	0.00273314	1.05370318
23	1	2.234375	0.000000	1.05092870	0.00317445	1.05410316
24	1	2.335938	0.000000	1.05078409	0.00378968	1.05457376
25	1	2.437500	0.000000	1.05046121	0.00461890	1.05508011
26	1	2.539062	0.000000	1.04986089	0.00571566	1.05557655
