# iter = 2300
# Columns: ix  iy  x  y  rho_A  rho_B
1	1	0.000000	0.000000	0.00737288	1.01460060
2	1	0.100503	0.000000	0.00561253	1.01644792
3	1	0.201005	0.000000	0.00431443	1.01775726
4	1	0.301508	0.000000	0.00337310	1.01867203
5	1	0.402010	0.000000	0.00270880	1.01930059
6	1	0.502513	0.000000	0.00226169	1.01972298
7	1	0.603015	0.000000	0.00198767	1.01999626
8	1	0.703518	0.000000	0.00185517	1.02015893
9	1	0.804020	0.000000	0.00184282	1.02023459
10	1	0.904523	0.000000	0.00193759	1.02023474
11	1	1.005025	0.000000	0.00213325	1.02016123
12	1	1.105528	0.000000	0.00242923	1.02000797
13	1	1.206030	0.000000	0.00282945	1.01976264
14	1	1.306533	0.000000	0.00334145	1.01940782
15	1	1.407035	0.000000	0.00397588	1.01892188
16	1	1.507538	0.000000	0.00474566	1.01828010
17	1	1.608040	0.000000	0.00566520	1.01745591
18	1	1.708543	0.000000	0.00675049	1.01642111
19	1	1.809045	0.000000	0.00801760	1.01514809
20	1	1.909548	0.000000	0.00948282	1.01361014
21	1	2.010050	0.000000	0.01116120	1.01178359
22	1	2.110553	0.000000	0.01306606	1.00964880
23	1	2.211055	0.000000	0.01520729	1.00719244
24	1	2.311558	0.000000	0.01759026	1.00440892
25	1	2.412060	0.000000	0.02021483	1.00130148
26	1	2.512563	0.000000	0.02307047	0.99788753
27	1	2.613065	0.000000	0.02614156	0.99419246
28	1	2.713568	0.000000	0.02939510	0.99026261
29	1	2.814070	0.000000	0.03279185	0.98615263
30	1	2.914573	0.000000	0.03627837	0.98193337
31	1	3.015075	0.000000	0.03979172	0.97768622
32	1	3.115578	0.000000	0.04325649	0.97350559
33	1	3.216080	0.000000	0.04658922	0.96949357
34	1	3.316583	0.000000	0.04971189	0.96574499
35	1	3.417085	0.000000	0.05254870	0.96235049
36	1	3.517588	0.000000	0.05501403	0.95940942
37	1	3.618090	0.000000	0.05706683	0.95697123
38	1	3.718593	0.000000	0.05865142	0.95509929
39	1	3.819095	0.000000	0.05973299	0.95383275
40	1	3.919598	0.000000	0.06031478	0.95316843
41	1	4.020101	0.000000	0.06039329	0.95310905
42	1	4.120603	0.000000	0.05999103	0.95362826
43	1	4.221106	0.000000	0.05913608	0.95469278
44	1	4.321608	0.000000	0.05786441	0.95625998
45	1	4.422111	0.000000	0.05622810	0.95826919
46	1	4.522613	0.000000	0.05426829	0.96067085
47	1	4.623116	0.000000	0.05203164	0.96340876
48	1	4.723618	0.000000	0.04957353	0.96641684
49	1	4.824121	0.000000	0.04693749	0.96964112
50	1	4.924623	0.000000	0.04416562	0.97302870
51	1	5.025126	0.000000	0.04130730	0.97651834
52	1	5.125628	0.000000	0.03839862	0.98006277
53	1	5.226131	0.000000	0.03548092	0.98360878
54	1	5.326633	0.000000	0.03258725	0.98711200
55	1	5.427136	0.000000	0.02975150	0.99052729
56	1	5.527638	0.000000	0.02699978	0.99381829
57	1	5.628141	0.000000	0.02435496	0.99695278
58	1	5.728643	0.000000	0.02183916	0.99990035
59	1	5.829146	0.000000	0.01946616	1.00264083
60	1	5.929648	0.000000	0.01724810	1.00515742
61	1	6.030151	0.000000	0.01519292	1.00743962
