# SCFT convergence log
# Columns: iter  err  free_energy
50	1.78000000e-02	684.5440000000
100	3.53000000e-02	684.5260000000
150	1.11000000e-01	684.5440000000
200	4.83000000e-01	686.4100000000
250	2.25000000e+00	736.1830000000
300	5.23000000e+00	1041.9700000000
350	5.60000000e+00	1187.0300000000
400	5.60000000e+00	1181.8400000000
450	5.60000000e+00	1110.6400000000
500	5.16000000e+00	974.7780000000
550	4.29000000e+00	799.7700000000
600	3.19000000e+00	643.3410000000
650	2.17000000e+00	540.3440000000
700	1.36000000e+00	487.4910000000
750	8.25000000e-01	463.7060000000
800	5.81000000e-01	451.7650000000
850	5.67000000e-01	444.3160000000
900	5.03000000e-01	439.0700000000
950	5.14000000e-01	435.1970000000
1000	5.47000000e-01	432.2600000000
1050	5.93000000e-01	429.9880000000
1100	5.91000000e-01	428.2000000000
1150	5.58000000e-01	426.7700000000
1200	5.25000000e-01	425.6070000000
1250	5.02000000e-01	424.6470000000
1300	4.78000000e-01	423.8440000000
1350	4.61000000e-01	423.1610000000
1400	4.59000000e-01	422.5720000000
1450	4.50000000e-01	422.0580000000
1500	4.38000000e-01	421.6030000000
1550	4.28000000e-01	421.1960000000
1600	4.23000000e-01	420.8270000000
1650	4.09000000e-01	420.4890000000
1700	4.06000000e-01	420.1780000000
1750	3.96000000e-01	419.8880000000
1800	3.88000000e-01	419.6160000000
1850	3.82000000e-01	419.3610000000
1900	3.70000000e-01	419.1180000000
1950	3.69000000e-01	418.8870000000
2000	3.62000000e-01	418.6670000000
2050	3.53000000e-01	418.4550000000
2100	3.50000000e-01	418.2510000000
2150	3.47000000e-01	418.0540000000
2200	3.37000000e-01	417.8630000000
2250	3.34000000e-01	417.6790000000
2300	3.31000000e-01	417.5000000000
2350	3.25000000e-01	417.3250000000
2400	3.19000000e-01	417.1550000000
2450	3.16000000e-01	416.9900000000
2500	3.13000000e-01	416.8280000000
2550	3.09000000e-01	416.6710000000
2600	3.00000000e-01	416.5160000000
2650	2.99000000e-01	416.3650000000
2700	2.98000000e-01	416.2180000000
2750	2.92000000e-01	416.0730000000
2800	2.89000000e-01	415.9320000000
2850	2.86000000e-01	415.7930000000
2900	2.81000000e-01	415.6560000000
2950	2.79000000e-01	415.5230000000
3000	2.77000000e-01	415.3920000000
3050	2.71000000e-01	415.2630000000
3100	2.71000000e-01	415.1360000000
3150	2.69000000e-01	415.0120000000
3200	2.65000000e-01	414.8890000000
3250	2.60000000e-01	414.7690000000
3300	2.61000000e-01	414.6510000000
3350	2.58000000e-01	414.5350000000
3400	2.54000000e-01	414.4200000000
3450	2.54000000e-01	414.3070000000
3500	2.50000000e-01	414.1960000000
3550	2.46000000e-01	414.0870000000
3600	2.42000000e-01	413.9790000000
3650	2.43000000e-01	413.8730000000
3700	2.42000000e-01	413.7690000000
3750	2.37000000e-01	413.6660000000
3800	2.37000000e-01	413.5640000000
3850	2.33000000e-01	413.4640000000
3900	2.31000000e-01	413.3660000000
3950	2.29000000e-01	413.2680000000
4000	2.25000000e-01	413.1720000000
4050	2.26000000e-01	413.0780000000
4100	2.24000000e-01	412.9840000000
4150	2.20000000e-01	412.8920000000
4200	2.18000000e-01	412.8020000000
4250	2.14000000e-01	412.7120000000
