# SCFT convergence log
# Columns: iter  err  free_energy
100	2.85000000e-01	10.6262000000
200	3.42000000e-01	10.1641000000
300	3.78000000e-01	9.6528900000
400	4.13000000e-01	9.2023900000
500	4.13000000e-01	8.8585500000
600	3.89000000e-01	8.6122200000
700	3.53000000e-01	8.4393300000
800	3.11000000e-01	8.3182700000
900	2.68000000e-01	8.2331000000
1000	2.29000000e-01	8.1727000000
1100	1.93000000e-01	8.1294900000
1200	1.62000000e-01	8.0983000000
1300	1.37000000e-01	8.0755700000
1400	1.18000000e-01	8.0588700000
1500	1.02000000e-01	8.0465000000
1600	8.92000000e-02	8.0372600000
1700	7.87000000e-02	8.0303100000
1800	7.00000000e-02	8.0250400000
1900	6.32000000e-02	8.0210100000
2000	5.82000000e-02	8.0179200000
2100	5.38000000e-02	8.0155200000
2200	4.96000000e-02	8.0136600000
2300	4.59000000e-02	8.0122000000
2400	4.24000000e-02	8.0110500000
2500	3.92000000e-02	8.0101300000
2600	3.62000000e-02	8.0094100000
2700	3.37000000e-02	8.0088300000
2800	3.12000000e-02	8.0083600000
2900	2.88000000e-02	8.0079800000
3000	2.68000000e-02	8.0076700000
3100	2.49000000e-02	8.0074200000
3200	2.31000000e-02	8.0072100000
3300	2.14000000e-02	8.0070500000
3400	1.99000000e-02	8.0069100000
3500	1.86000000e-02	8.0067900000
3600	1.74000000e-02	8.0066900000
3700	1.62000000e-02	8.0066100000
3800	1.51000000e-02	8.0065500000
3900	1.40000000e-02	8.0064900000
4000	1.30000000e-02	8.0064400000
4100	1.22000000e-02	8.0064000000
4200	1.15000000e-02	8.0063700000
4300	1.08000000e-02	8.0063400000
4400	1.01000000e-02	8.0063200000
4500	6.68000000e-04	8.0061700000
4600	2.53000000e-04	8.0061700000
4700	2.72000000e-04	8.0061700000
4800	2.70000000e-04	8.0061700000
4900	2.38000000e-04	8.0061700000
5000	2.42000000e-04	8.0061700000
5100	2.19000000e-04	8.0061700000
5200	2.27000000e-04	8.0061700000
5300	1.82000000e-04	8.0061800000
5400	1.75000000e-04	8.0061800000
5500	1.66000000e-04	8.0061800000
5600	1.29000000e-04	8.0061800000
5700	1.37000000e-04	8.0061800000
5800	1.34000000e-04	8.0061800000
5900	1.32000000e-04	8.0061800000
6000	1.30000000e-04	8.0061800000
6100	1.22000000e-04	8.0061800000
6200	1.17000000e-04	8.0061800000
6300	1.24000000e-04	8.0061800000
6400	1.23000000e-04	8.0061800000
6500	1.20000000e-04	8.0061800000
6600	1.22000000e-04	8.0061800000
6700	1.12000000e-04	8.0061800000
6800	1.12000000e-04	8.0061800000
6900	1.11000000e-04	8.0061800000
7000	1.10000000e-04	8.0061800000
7100	1.11000000e-04	8.0061800000
7200	1.12000000e-04	8.0061800000
7300	1.05000000e-04	8.0061800000
7400	1.01000000e-04	8.0061800000
7500	1.03000000e-04	8.0061800000
7600	1.06000000e-04	8.0061800000
7700	1.02000000e-04	8.0061800000
7800	9.80000000e-05	8.0061800000
7900	9.95000000e-05	8.0061800000
8000	9.82000000e-05	8.0061800000
8100	9.50000000e-05	8.0061800000
8200	9.31000000e-05	8.0061800000
8300	9.30000000e-05	8.0061800000
8400	9.12000000e-05	8.0061800000
8500	8.59000000e-05	8.0061800000
8600	8.86000000e-05	8.0061800000
8700	9.00000000e-05	8.0061800000
8800	8.88000000e-05	8.0061800000
8900	8.63000000e-05	8.0061800000
9000	8.42000000e-05	8.0061800000
9100	8.41000000e-05	8.0061800000
9200	8.20000000e-05	8.0061800000
9300	8.19000000e-05	8.0061800000
9400	6.63000000e-05	8.0061800000
9500	6.04000000e-05	8.0061800000
9600	6.48000000e-05	8.0061800000
9700	6.15000000e-05	8.0061800000
9800	6.37000000e-05	8.0061800000
9900	6.07000000e-05	8.0061800000
10000	6.24000000e-05	8.0061800000
10100	6.50000000e-05	8.0061800000
10200	6.79000000e-05	8.0061800000
10300	6.15000000e-05	8.0061800000
10400	5.30000000e-05	8.0061800000
10500	5.51000000e-05	8.0061800000
10600	5.86000000e-05	8.0061800000
10700	5.41000000e-05	8.0061800000
10800	4.63000000e-05	8.0061800000
10900	3.89000000e-05	8.0061800000
11000	3.65000000e-05	8.0061800000
11100	3.15000000e-05	8.0061800000
11200	2.59000000e-05	8.0061800000
11300	2.69000000e-05	8.0061800000
11400	1.15000000e-05	8.0061800000
11500	8.35000000e-06	8.0061800000
11600	5.61000000e-06	8.0061800000
11700	3.34000000e-06	8.0061800000
11800	1.75000000e-06	8.0061800000
11885	9.97000000e-07	8.0061800000
